adventure_score,cultural_score,nature_score,luxury_score,budget_level,trip_duration_preference,num_days,hotel_type_encoded,activity_count,season_encoded,destination_base_price,num_travellers,total_cost_npr
0.82,0.82,0.22,0.97,0.18,3,10,2,5,0,8000,4,313543
0.63,0.6,0.21,0.44,0.32,5,10,2,4,0,5000,2,172958
0.37,0.9,0.09,0.18,0.19,5,4,2,4,2,3000,3,138623
0.89,0.82,0.69,0.19,0.14,10,4,1,6,1,2000,2,53571
0.1,0.38,0.11,0.01,0.83,3,4,0,1,1,3000,1,18019
0.79,0.54,0.82,0.85,0.08,5,7,2,4,0,4000,3,143919
0.06,0.69,0.63,0.12,0.82,3,10,1,1,2,10000,4,322314
0.22,0.23,0.39,0.35,0.29,10,3,1,2,0,3000,1,12956
0.62,0.12,0.92,0.92,0.9,14,4,0,4,2,4000,2,62901
0.89,0.69,0.62,0.29,0.88,7,7,2,3,1,10000,1,86338
0.93,0.15,0.66,0.32,0.39,10,3,0,5,1,8000,3,34487
0.99,0.18,0.39,0.32,0.42,10,10,2,3,0,10000,2,166406
0.5,0.53,0.53,0.82,0.38,14,7,2,5,2,10000,2,184701
0.36,0.2,0.85,0.36,0.47,5,3,0,3,1,10000,2,26628
0.84,0.55,0.93,0.42,0.21,5,3,2,2,0,8000,2,44470
0.96,0.37,0.7,0.66,0.07,14,4,0,2,1,3000,1,10166
0.57,0.81,0.15,0.18,0.74,14,5,1,4,2,4000,4,229421
0.01,0.11,0.06,0.64,0.6,5,10,0,1,1,10000,4,173313
0.71,0.26,0.57,0.31,0.23,5,5,0,5,1,3000,2,44100
0.22,0.18,0.75,0.56,0.84,10,7,1,6,2,5000,4,247234
0.37,0.42,0.27,0.1,0.36,7,3,0,3,0,6000,1,9010
0.01,0.91,0.19,0.2,0.93,5,5,0,5,2,2000,4,100953
0.09,0.31,0.98,0.75,0.96,14,4,1,4,2,4000,2,95048
0.33,0.9,0.5,0.5,0.78,3,10,1,4,2,10000,1,77232
0.68,0.08,0.63,0.95,0.23,5,4,2,2,2,6000,3,142255
0.29,0.62,0.94,0.04,0.71,10,4,0,5,2,2000,2,68997
0.1,0.01,0.77,0.31,0.87,3,7,0,4,1,3000,3,79194
0.58,0.35,0.07,0.71,0.46,10,5,1,6,0,2000,4,103598
0.29,0.41,0.62,0.68,0.44,14,10,1,3,0,8000,4,190227
0.88,0.99,0.04,0.98,0.06,5,10,0,2,0,4000,4,110740
0.85,0.22,0.87,0.67,0.35,10,10,1,1,0,3000,1,42880
0.4,0.06,0.34,0.6,0.21,10,3,1,4,0,6000,2,30278
0.21,0.57,0.99,0.77,0.06,7,7,1,2,0,3000,1,31665
0.27,0.64,0.08,0.07,0.41,7,7,1,5,0,8000,3,84002
0.89,0.43,0.96,0.3,0.2,10,7,1,5,2,10000,2,111949
0.91,0.57,0.82,0.56,0.89,5,3,2,6,2,6000,2,118381
0.94,0.74,0.74,0.32,0.15,10,4,1,3,0,10000,4,76323
0.0,0.45,0.83,0.13,0.45,14,3,0,2,2,3000,4,85011
0.17,0.38,0.35,0.95,0.97,14,3,1,3,0,4000,3,58155
0.5,1.0,0.41,0.35,0.83,10,10,1,1,0,5000,4,200478
0.59,0.54,0.38,0.85,0.69,10,5,2,5,0,2000,1,46608
0.62,0.41,0.5,0.75,0.93,3,7,2,5,0,8000,3,206549
0.78,0.55,0.11,0.86,0.95,7,7,1,6,2,10000,4,272186
0.22,0.28,0.88,0.26,0.84,10,4,0,4,0,2000,1,17230
0.82,0.82,0.6,0.34,0.96,10,4,2,4,0,6000,4,180665
0.93,0.43,0.94,0.39,0.73,10,5,2,2,1,3000,1,57196
0.12,0.58,0.39,0.76,0.92,14,4,1,2,0,2000,1,21541
0.77,0.15,0.62,0.54,0.97,14,7,0,6,2,3000,4,257710
0.36,0.24,0.9,0.3,0.54,5,7,1,6,0,4000,1,35936
0.64,0.58,0.1,0.46,0.6,3,4,1,3,0,2000,1,23821
0.84,0.39,0.49,0.02,0.07,3,4,2,4,1,4000,4,151928
0.3,0.9,0.66,0.63,0.85,3,5,1,4,2,6000,1,50582
0.25,0.12,0.61,0.54,0.52,5,4,1,1,0,2000,3,50133
0.73,0.94,0.27,0.48,0.95,7,10,2,3,1,8000,4,536942
0.4,0.19,0.17,0.69,0.89,7,7,0,5,2,4000,2,110933
0.72,0.43,0.45,0.6,0.27,7,10,0,5,1,5000,2,78714
0.9,0.82,0.45,0.89,0.96,7,10,1,3,2,10000,3,231457
0.18,0.32,0.79,0.36,0.07,7,5,0,3,0,2000,3,42539
0.33,0.47,0.8,0.9,0.56,10,5,2,2,2,3000,1,72425
0.61,0.88,0.86,0.07,0.89,10,7,1,3,0,3000,1,44368
0.05,0.27,0.12,0.45,0.6,14,7,0,5,0,4000,1,28180
0.91,0.28,0.84,0.4,0.9,14,3,1,6,0,2000,4,78820
0.3,0.32,0.35,0.08,0.77,10,10,0,4,1,8000,4,236048
0.91,0.84,0.94,0.1,0.22,3,4,0,3,2,8000,4,64835
0.19,0.9,0.37,0.9,0.99,3,5,0,1,0,4000,1,19356
0.61,0.81,0.27,0.17,0.14,10,3,0,3,0,10000,4,46864
0.12,0.53,0.58,0.66,0.98,7,7,0,1,1,10000,3,82126
0.56,0.87,0.66,0.74,0.21,3,3,1,1,0,2000,2,25032
0.49,0.34,0.81,0.76,0.51,7,5,2,4,2,3000,1,70734
0.36,0.98,0.87,0.51,0.78,5,3,1,4,0,8000,3,63306
0.15,0.88,0.75,0.24,0.89,5,5,0,4,2,6000,4,119622
0.93,0.08,0.43,0.15,0.5,14,5,0,4,1,4000,1,22695
0.73,0.42,0.29,0.4,0.59,14,10,1,5,1,2000,1,70463
0.11,0.12,0.9,0.58,0.24,14,3,1,2,2,8000,4,85845
0.22,0.82,0.69,0.5,0.17,5,5,2,3,2,6000,3,172360
0.19,0.91,0.62,0.74,0.85,5,4,1,6,0,3000,2,51414
0.96,0.67,0.43,0.02,0.97,3,4,2,1,2,4000,4,244027
0.87,0.47,0.05,0.02,0.68,7,4,2,5,0,10000,2,79947
0.3,0.74,0.45,0.73,0.99,7,7,1,3,1,2000,3,167965
0.89,0.77,0.86,0.9,0.6,3,5,2,5,2,8000,1,76509
0.22,0.99,0.36,0.03,0.58,10,5,0,6,0,3000,4,93104
0.27,0.63,0.54,0.91,0.99,14,4,1,6,1,4000,4,164186
0.99,0.31,0.04,0.52,0.34,14,3,1,4,2,10000,3,75603
0.01,0.93,0.15,0.68,0.52,7,10,2,6,0,4000,4,338171
0.29,0.45,0.22,0.83,0.12,10,5,0,4,1,8000,1,14740
0.35,0.28,0.86,0.67,0.77,5,3,2,3,0,8000,2,65533
0.08,0.22,0.47,0.35,0.81,10,7,1,1,1,4000,3,146189
0.68,0.32,0.58,0.68,0.2,5,7,2,2,1,4000,1,70029
0.63,0.55,0.38,0.88,0.44,5,10,1,6,1,6000,3,187901
0.47,0.96,0.46,0.91,0.03,10,3,0,5,1,10000,2,31229
0.13,0.54,0.57,0.29,0.76,10,4,1,6,0,5000,4,75538
0.27,0.99,0.11,0.59,0.82,14,7,2,3,0,2000,1,67532
0.14,0.74,0.5,0.22,0.68,5,5,2,3,2,2000,4,322178
0.11,0.0,0.6,0.12,0.1,5,3,1,1,2,5000,4,68057
0.4,0.98,0.82,0.84,0.55,14,7,2,5,0,5000,2,118550
0.14,0.74,0.24,0.51,0.7,5,7,1,3,1,8000,1,49366
0.67,0.39,0.7,0.11,0.42,10,4,0,3,1,2000,4,65661
0.03,0.65,0.66,0.44,0.91,7,4,1,6,1,4000,1,31102
0.86,0.5,0.35,0.71,0.39,3,4,2,2,1,8000,3,137245
0.79,0.28,0.76,0.3,0.39,10,7,1,5,2,3000,3,173911
0.59,0.58,0.58,0.83,0.07,3,4,0,1,2,2000,4,72829
0.76,0.98,0.81,0.73,0.24,5,7,1,1,0,6000,3,83080
0.75,0.44,0.37,0.63,0.03,5,5,0,6,1,5000,2,50100
0.2,0.25,0.44,0.29,0.2,5,7,2,2,0,6000,1,53817
0.2,0.81,0.89,0.36,0.41,14,3,1,2,2,8000,4,89739
0.83,0.5,0.36,0.9,0.85,3,7,1,6,1,10000,1,48244
0.78,0.3,0.12,0.23,0.6,7,3,0,3,1,5000,3,39808
0.29,0.53,0.24,0.52,0.61,7,7,2,1,2,8000,1,105799
0.92,0.26,0.03,0.34,0.26,7,3,0,2,2,10000,3,63735
0.88,0.24,0.07,0.95,0.9,3,5,0,4,2,8000,1,42165
0.13,0.72,0.1,0.5,0.23,7,7,1,3,0,2000,1,27969
0.61,0.38,0.68,0.02,0.48,10,7,2,2,1,8000,4,272403
0.44,0.9,0.98,0.37,0.19,10,3,0,2,0,6000,1,9713
0.75,0.81,0.54,0.05,0.8,5,3,0,1,0,5000,2,17217
0.35,0.66,0.24,0.29,0.61,10,3,2,1,0,4000,2,58298
0.81,0.9,0.86,0.44,0.3,7,10,1,6,0,6000,3,155769
0.5,0.05,0.9,0.71,0.62,7,3,0,2,2,3000,3,62039
0.12,0.72,0.79,0.04,0.24,10,7,0,1,1,10000,1,23788
0.38,0.83,0.08,0.28,0.61,10,3,1,4,1,2000,2,40248
0.66,0.53,0.66,0.03,0.76,3,10,1,3,2,3000,1,102392
0.62,0.87,0.78,0.93,0.75,3,10,1,6,2,4000,4,406623
0.57,0.52,0.16,0.38,0.75,5,4,0,3,2,4000,1,25861
0.34,0.39,0.62,0.36,0.66,14,3,0,3,2,8000,3,51799
0.46,0.44,0.47,0.97,0.48,14,4,1,1,2,2000,3,98070
0.95,0.44,0.26,0.79,0.26,10,4,0,6,0,3000,1,13214
0.04,0.68,0.86,0.58,0.04,5,3,2,3,1,2000,3,87555
0.6,0.35,0.08,0.44,0.51,5,4,1,5,1,10000,4,109355
0.88,0.14,0.33,0.79,0.33,10,5,1,3,2,2000,2,66885
0.93,0.91,0.03,0.61,0.81,14,10,2,6,1,3000,4,478095
0.73,0.38,1.0,0.08,0.08,5,10,2,5,2,6000,4,467965
0.88,0.8,0.61,0.66,0.52,7,5,0,5,1,3000,3,64622
0.46,0.75,0.12,0.24,0.73,10,5,0,3,2,6000,1,35189
0.61,0.45,0.42,0.57,0.83,5,10,0,4,2,6000,2,131355
0.29,0.31,0.08,0.42,0.98,14,7,2,2,0,5000,1,65805
0.26,0.55,0.93,0.74,0.13,3,7,0,6,0,2000,2,54244
0.39,0.42,0.13,0.7,0.24,7,3,1,3,2,6000,1,22524
0.74,0.35,0.45,0.41,0.45,10,5,1,6,0,8000,2,68861
0.82,0.51,0.15,0.01,0.59,10,7,1,4,0,6000,3,104620
0.3,0.34,0.56,0.9,0.58,10,5,1,4,1,10000,2,60809
0.95,0.88,0.73,0.43,0.28,14,5,0,3,1,3000,1,18656
0.44,0.89,0.29,0.92,0.99,3,4,2,3,0,2000,2,90976
0.17,0.6,0.04,0.89,0.54,5,3,1,1,1,3000,3,60457
0.44,0.13,0.45,0.92,0.72,3,7,1,4,1,2000,2,109352
0.12,0.35,0.08,0.79,0.73,7,4,2,3,1,5000,1,52591
0.89,0.04,0.1,0.71,0.52,5,10,2,6,0,8000,1,83557
0.38,0.94,0.67,0.27,0.15,5,7,1,2,0,8000,1,34365
0.21,0.43,0.49,0.61,0.71,3,7,2,3,2,5000,2,214990
0.53,0.95,0.88,0.84,0.88,10,7,2,4,2,4000,4,416734
0.11,0.88,0.75,0.29,0.97,7,4,2,4,0,3000,4,173672
0.35,0.4,0.13,0.88,0.84,10,10,1,6,0,2000,3,170885
0.89,0.78,0.06,0.77,0.26,7,7,1,4,1,5000,3,109743
0.73,0.34,0.82,0.31,0.41,14,4,2,2,2,2000,3,166505
0.02,0.72,0.8,0.09,0.7,7,10,0,6,0,6000,2,76439
0.99,0.84,0.4,0.72,0.29,5,5,1,4,0,6000,2,41766
0.02,0.94,0.1,0.4,0.48,5,5,1,1,0,8000,2,46804
0.12,0.78,0.66,0.13,0.74,7,3,0,1,2,8000,4,58194
0.83,0.6,0.15,0.74,0.79,5,10,1,3,1,6000,1,64788
0.2,0.26,0.66,0.47,0.29,3,4,1,5,1,5000,3,91054
0.24,0.02,0.5,0.39,0.37,14,3,1,2,2,2000,4,98858
0.37,0.56,0.64,0.33,0.81,3,3,2,2,0,10000,4,114442
0.14,0.62,0.47,0.72,0.57,5,3,1,3,1,4000,3,50987
0.69,0.6,0.87,0.27,0.21,14,7,2,4,1,8000,2,138821
0.48,0.55,0.74,0.73,0.92,10,3,1,2,0,3000,1,16198
0.87,0.11,0.89,0.5,0.63,14,7,0,6,2,5000,4,134008
0.44,0.29,0.92,0.68,0.52,14,5,2,6,0,3000,3,148250
0.8,0.95,0.37,0.6,0.47,5,5,2,6,0,3000,4,165351
0.18,0.47,0.99,0.01,0.7,5,3,2,4,1,2000,1,41058
0.16,0.35,0.56,0.23,0.63,5,5,1,4,2,8000,3,151897
0.4,0.25,0.54,0.66,0.08,5,3,2,2,1,3000,3,77181
0.8,0.59,0.77,0.33,0.77,14,10,1,6,2,8000,4,304373
0.78,0.99,0.09,0.8,0.15,5,7,0,3,0,2000,2,42499
0.66,0.33,0.5,0.12,0.56,10,7,2,4,1,4000,3,233447
0.61,0.21,0.17,0.63,0.28,5,7,2,4,1,8000,3,206652
0.9,0.65,0.18,0.87,0.86,7,7,0,5,2,3000,4,190819
0.75,0.01,0.44,0.53,0.01,7,5,0,3,1,6000,1,16153
0.65,0.64,0.4,1.0,0.7,7,3,2,1,2,5000,4,173090
0.75,0.65,0.55,0.1,0.37,14,4,2,6,0,10000,2,69266
0.85,0.06,0.64,0.06,0.1,14,5,0,6,2,8000,1,32329
0.9,0.9,0.17,0.99,0.72,7,10,0,6,1,5000,1,43506
0.76,0.15,0.27,0.17,0.04,14,4,2,5,1,3000,1,36900
0.35,0.34,0.57,0.7,0.57,10,3,0,1,0,8000,1,9823
0.63,0.02,0.17,0.01,0.64,10,3,2,2,1,10000,2,68479
0.05,0.71,0.18,0.14,0.32,5,4,1,2,0,4000,3,58210
0.09,0.36,0.36,0.77,0.52,5,3,2,4,0,6000,2,60771
0.65,0.68,0.29,0.34,0.97,14,5,0,5,0,4000,2,41085
0.92,0.52,0.63,0.48,0.47,7,5,2,4,2,6000,1,72639
0.63,0.87,0.01,0.42,0.33,3,4,1,3,0,5000,2,38013
0.81,0.46,0.58,0.43,0.4,5,5,2,3,2,4000,4,278089
0.04,0.93,0.23,0.93,0.93,3,7,1,3,2,5000,1,63886
0.92,0.89,0.97,0.94,0.2,14,4,0,6,1,10000,1,16443
0.77,0.8,0.46,0.17,0.0,5,4,0,3,1,2000,2,25281
0.09,0.24,0.68,0.85,0.37,10,4,1,1,1,6000,4,95584
0.47,0.38,0.46,0.24,0.92,10,4,1,2,1,10000,3,99058
0.87,0.6,0.53,0.35,0.67,14,3,0,5,0,10000,2,27412
0.5,0.0,0.6,0.4,0.08,5,4,1,2,0,3000,3,44987
0.38,0.18,0.15,0.31,0.68,10,3,1,4,0,3000,4,89283
0.11,0.81,0.35,0.73,0.66,10,3,0,3,0,6000,4,52573
0.49,0.96,0.4,0.77,0.3,7,3,2,4,2,4000,4,185054
0.54,0.36,0.79,0.98,0.53,10,3,0,1,1,8000,3,42085
0.61,0.87,0.43,0.46,0.04,10,7,1,1,2,8000,3,129931
0.67,0.77,0.02,0.27,0.29,10,3,1,3,1,8000,1,18172
0.73,0.53,0.4,0.18,0.53,5,4,2,4,1,4000,3,149140
0.24,0.83,0.83,0.73,0.52,10,3,0,3,1,2000,2,37388
0.81,0.1,0.51,0.73,0.34,7,7,1,1,0,8000,3,107728
0.88,0.84,0.43,0.12,0.19,7,5,2,5,2,10000,2,127591
0.57,0.22,0.94,0.27,0.69,5,5,2,6,0,6000,4,197711
0.27,0.41,0.02,0.41,0.13,7,7,2,6,1,2000,2,124223
0.32,0.06,0.29,0.71,0.83,14,7,2,5,1,6000,4,350684
0.34,0.32,0.82,0.15,0.85,10,4,2,6,0,8000,4,161861
0.66,0.57,0.08,0.49,0.98,3,4,2,5,1,4000,3,177416
0.67,0.03,0.62,0.17,0.35,10,7,0,3,2,8000,4,155521
0.54,0.38,0.95,0.12,0.4,5,3,2,3,0,10000,2,56466
0.41,0.75,0.42,0.6,0.32,7,3,2,6,2,10000,3,144373
0.39,0.86,0.49,0.46,0.83,10,4,0,4,1,2000,3,81273
0.17,0.91,0.38,0.65,0.97,10,4,2,1,2,3000,2,138019
1.0,0.6,0.73,0.95,0.33,5,4,2,6,1,8000,1,42473
0.6,0.79,0.39,0.51,0.19,5,7,1,6,0,3000,4,132386
0.13,0.06,0.03,0.58,0.46,14,7,0,2,1,6000,1,35471
0.33,0.92,0.16,0.46,0.96,3,3,2,6,1,10000,4,172243
0.42,0.26,0.72,0.12,0.78,14,3,1,4,2,2000,3,114218
0.82,0.77,0.36,0.72,0.51,10,7,0,1,0,10000,3,79656
0.79,0.72,0.37,0.66,0.14,5,7,0,3,0,4000,1,23898
0.75,0.76,0.34,0.69,0.33,10,5,2,3,2,2000,2,129941
0.03,0.88,0.56,0.71,0.31,5,10,2,3,1,8000,4,379372
0.74,0.7,0.15,0.29,0.38,5,3,0,5,1,3000,1,15331
0.51,0.87,0.52,0.48,0.9,7,4,2,5,1,6000,3,167019
0.17,0.53,0.18,0.9,0.01,3,5,0,3,0,3000,2,32567
0.73,0.12,0.2,0.5,0.57,3,10,0,6,0,4000,1,37440
0.95,0.51,0.27,0.96,0.85,14,3,0,4,2,6000,2,43641
0.74,0.69,0.65,0.25,0.69,10,4,0,5,1,6000,3,54846
0.83,0.06,0.9,0.52,0.06,5,4,2,5,1,5000,1,36845
0.79,0.07,0.48,0.44,0.48,3,10,2,2,2,5000,3,383282
0.43,0.9,0.72,0.44,0.64,14,10,1,1,1,10000,4,241236
0.63,0.33,0.48,0.28,0.65,7,10,0,3,1,8000,3,126859
0.98,0.95,0.49,0.32,0.97,10,7,0,2,0,10000,4,98419
0.93,0.44,0.64,0.54,0.18,3,4,0,3,2,4000,3,74419
0.1,0.3,0.61,0.57,0.15,5,4,1,2,0,6000,2,35913
0.65,0.79,0.78,0.27,0.93,10,5,1,2,1,4000,3,112585
0.31,0.56,0.76,0.01,0.94,3,7,1,6,0,5000,3,127225
0.21,0.72,0.29,0.37,0.32,10,5,2,5,2,3000,2,145298
0.86,0.11,0.24,0.33,0.48,14,7,0,6,1,8000,4,121912
0.59,0.06,0.06,0.34,0.54,10,5,0,4,0,8000,1,21109
0.82,0.87,0.59,0.57,0.56,10,4,1,5,2,10000,3,131357
0.29,0.02,0.77,0.07,0.79,7,5,1,6,0,3000,3,93044
0.36,0.2,0.97,0.26,0.6,3,4,0,6,1,5000,4,120440
0.05,0.53,0.91,0.51,0.02,10,3,2,3,2,5000,3,111637
0.07,0.08,0.09,0.56,0.11,5,10,0,5,1,6000,2,73487
0.68,0.82,0.47,0.89,0.99,5,5,0,2,2,6000,3,113592
0.69,0.82,0.43,0.02,0.57,3,10,1,1,0,3000,3,128057
0.86,0.58,0.77,0.53,0.65,5,10,1,6,2,3000,2,169323
0.31,0.1,0.53,0.94,0.04,5,10,1,1,1,10000,3,150236
0.2,0.16,0.99,0.23,0.92,7,3,0,4,0,10000,4,53443
0.74,0.74,0.38,0.45,0.4,5,7,2,1,0,3000,1,51837
0.94,0.74,0.36,1.0,0.42,5,3,2,3,1,4000,1,29838
0.38,0.42,0.96,0.1,0.36,7,3,1,6,1,3000,1,28067
0.39,0.47,0.95,0.27,0.65,7,3,0,2,0,6000,1,10419
0.14,0.47,0.04,0.6,0.21,7,5,2,4,0,5000,2,81862
0.15,0.81,0.67,0.37,0.92,5,3,1,2,1,5000,3,70041
0.03,0.03,0.03,0.47,0.73,5,7,0,5,1,10000,2,48386
0.35,0.22,0.42,0.07,0.97,10,7,2,4,0,10000,1,73117
0.9,0.26,0.32,0.54,0.96,3,7,1,6,2,3000,2,136360
0.81,0.14,0.66,0.74,0.72,7,10,0,2,0,4000,2,78631
0.33,0.97,0.67,0.52,0.58,7,4,1,4,1,8000,2,56314
0.91,0.39,0.05,0.2,0.18,5,3,0,2,1,4000,1,12974
0.86,0.19,0.87,0.97,0.41,5,7,2,3,2,5000,1,96716
0.77,0.92,0.34,0.89,0.26,10,10,1,6,0,8000,3,150782
0.06,0.37,0.64,0.96,0.13,5,7,0,1,2,8000,3,83844
0.45,0.55,0.94,0.97,0.97,5,7,2,2,0,10000,2,130085
0.73,0.35,0.6,0.15,0.86,14,3,2,3,2,3000,2,93631
0.68,0.63,0.86,0.23,0.93,5,10,2,4,0,4000,1,98016
0.9,0.97,0.89,0.47,0.14,7,3,0,3,2,6000,3,50977
0.96,0.06,0.41,0.14,0.82,5,7,0,6,1,5000,2,62890
0.23,0.95,0.14,0.4,0.73,14,4,0,4,0,8000,3,52814
0.64,0.52,0.52,0.77,0.6,5,7,1,1,2,8000,4,213232
0.98,0.91,0.34,0.27,0.99,10,5,0,6,1,5000,2,82590
0.79,0.76,0.22,0.1,1.0,14,10,1,2,2,5000,4,343299
0.11,0.77,0.84,0.73,0.9,14,5,1,6,1,4000,1,33803
0.81,0.24,0.49,0.59,0.67,3,7,2,5,2,5000,4,412765
0.59,0.79,0.95,0.58,0.12,5,5,2,6,2,6000,4,284502
0.74,0.35,0.79,0.85,0.57,14,3,1,6,2,10000,4,130106
0.57,0.02,0.95,0.1,0.92,3,7,1,3,2,4000,3,187132
0.78,0.32,0.7,0.63,0.77,5,4,2,5,2,4000,4,295328
0.82,0.84,0.86,0.33,0.62,5,5,1,1,2,2000,4,176294
0.64,0.76,0.2,0.86,0.49,7,7,1,2,0,4000,1,31423
0.31,0.51,0.64,0.3,0.56,5,7,2,6,0,3000,1,65857
0.91,0.66,0.85,0.15,0.34,7,7,0,4,0,10000,3,87274
0.08,1.0,0.44,0.04,0.55,7,3,1,2,2,3000,2,52286
0.81,0.15,0.3,0.96,0.86,10,7,1,5,2,6000,2,136712
0.52,0.4,0.58,0.9,0.39,7,5,1,4,1,4000,2,64386
0.08,0.69,0.32,0.83,0.7,14,10,0,1,2,8000,4,190303
0.81,0.6,0.72,0.72,0.64,14,4,1,3,2,10000,1,39242
0.5,0.44,0.95,0.17,0.56,14,3,1,4,2,3000,1,30160
0.95,0.28,0.25,0.9,0.03,14,7,1,6,0,5000,2,65121
0.54,0.67,0.33,0.57,0.88,10,4,2,6,2,4000,1,72837
0.75,0.59,0.77,0.07,0.06,10,4,2,2,0,6000,2,53049
0.93,0.73,0.33,0.09,0.4,10,7,1,6,1,3000,3,112728
0.36,0.71,0.88,0.5,0.18,10,4,0,3,2,8000,1,22401
0.09,0.26,0.88,0.06,0.56,7,3,0,1,2,2000,1,15666
0.03,0.91,0.56,0.86,0.96,5,10,1,2,2,3000,3,320119
0.15,0.37,0.18,0.44,0.85,5,10,0,4,0,6000,1,37683
0.93,0.94,0.11,0.68,0.59,5,3,1,2,2,3000,3,87632
0.83,0.78,0.94,0.67,0.07,5,5,0,2,1,3000,4,57082
0.92,0.92,0.81,0.91,0.71,14,3,2,1,2,8000,3,142055
0.7,0.52,0.76,0.64,0.28,5,7,0,3,2,5000,4,128353
0.49,0.49,0.32,0.48,0.39,10,5,2,6,0,6000,1,39456
0.89,0.75,0.57,0.17,0.31,3,10,0,1,1,5000,2,69410
0.82,0.68,0.43,0.51,0.85,14,5,2,6,0,3000,1,53699
0.22,0.32,0.71,0.5,0.57,14,3,0,4,0,8000,1,11415
0.24,0.81,0.83,0.98,0.99,5,5,1,1,0,3000,2,61690
0.88,0.42,0.57,0.86,0.63,5,5,1,6,0,5000,4,121483
0.9,0.82,0.49,0.6,0.63,10,3,2,4,0,8000,2,55616
0.12,0.9,0.49,0.18,0.33,7,7,1,5,1,4000,3,108054
0.82,0.88,0.95,0.55,0.5,5,10,0,4,1,2000,1,37372
0.39,0.08,0.69,0.07,0.44,7,7,2,2,1,6000,1,77129
0.97,0.77,0.72,0.04,0.01,5,5,1,2,1,5000,2,45527
0.38,0.95,0.51,0.23,0.63,7,7,0,4,0,10000,2,55983
0.56,0.14,0.96,0.06,0.68,10,10,2,1,2,8000,2,284718
0.04,0.9,0.68,0.01,0.0,3,7,2,1,0,10000,1,46590
0.02,0.82,0.48,0.57,0.39,14,7,1,6,0,8000,4,143412
0.98,0.64,0.48,0.9,0.45,7,4,0,3,2,8000,2,48414
0.16,0.74,0.43,0.3,0.04,10,10,0,4,0,10000,3,79362
0.88,0.46,0.45,0.95,0.46,7,5,2,4,0,8000,2,85138
0.19,0.19,0.87,0.66,0.62,10,10,1,3,2,4000,2,152621
0.11,0.65,0.3,0.83,0.77,14,7,0,2,0,4000,2,58541
0.52,0.18,0.44,0.69,0.39,5,5,2,6,2,10000,2,153443
0.78,0.2,0.41,0.47,0.87,5,7,1,5,2,6000,1,70054
0.07,0.02,0.92,0.87,0.33,3,5,1,2,2,3000,2,65155
0.62,0.32,0.9,0.45,0.34,5,5,1,1,2,3000,2,68114
0.53,0.62,0.16,0.55,0.47,7,4,0,6,0,5000,1,17352
0.88,0.47,0.48,0.77,0.59,7,7,2,5,0,5000,1,68972
0.34,0.34,0.09,0.37,0.18,14,5,2,4,0,2000,2,78364
0.71,0.95,0.08,0.6,0.8,3,10,2,4,0,4000,3,285309
0.98,0.9,0.02,0.32,0.17,5,5,1,4,1,4000,1,30377
0.66,0.33,0.03,0.87,0.93,3,10,0,3,1,3000,4,171318
0.7,0.27,0.38,0.37,0.51,10,7,2,3,0,4000,3,177245
0.28,0.08,0.45,0.67,0.81,7,10,0,1,0,10000,1,26190
0.37,0.15,0.8,0.78,0.86,3,3,2,3,2,2000,2,113886
0.87,0.46,0.87,0.79,0.11,3,3,2,2,0,8000,1,21016
0.95,0.0,0.79,0.23,0.05,3,7,1,6,2,3000,4,218517
0.99,0.61,0.19,0.29,0.68,3,7,0,5,0,2000,2,44289
0.88,0.58,0.19,0.12,0.76,5,4,1,2,0,5000,3,70240
0.64,0.22,0.25,0.34,0.24,3,5,1,2,0,2000,1,23842
0.73,0.62,0.82,0.08,0.76,10,3,2,6,0,4000,3,115035
0.68,0.07,0.26,0.84,0.45,10,5,1,3,1,4000,2,62094
0.04,0.35,0.46,0.46,0.92,10,7,1,4,0,3000,4,159759
0.14,0.32,0.99,0.63,0.4,3,7,2,2,0,6000,2,101311
0.39,0.15,0.34,0.02,0.39,7,10,1,2,0,5000,4,201852
0.85,0.49,0.67,0.35,0.11,7,7,2,3,0,3000,4,202338
0.49,0.96,0.63,0.34,0.31,14,7,2,1,2,3000,3,277693
0.81,0.86,0.37,0.97,0.06,10,5,1,2,0,4000,2,46875
0.9,0.48,0.28,0.34,0.79,5,4,1,6,2,3000,2,98161
0.56,0.89,0.31,0.88,0.38,5,10,1,1,2,5000,4,317587
0.07,0.39,0.19,0.77,0.71,7,3,1,2,0,8000,1,17481
0.62,0.56,0.78,0.96,0.48,7,10,2,2,2,3000,1,129707
0.88,0.52,0.5,0.25,0.38,3,5,1,2,0,4000,1,25272
0.76,0.08,0.46,0.91,0.15,10,10,0,5,1,10000,3,97678
0.28,0.71,0.45,0.16,0.13,3,3,0,3,2,5000,3,45715
0.72,0.55,0.63,0.65,0.4,7,10,0,6,1,4000,1,39957
0.72,0.13,0.06,0.07,0.15,14,4,2,2,0,10000,3,84958
0.41,0.75,0.49,0.55,0.52,10,4,2,1,0,5000,2,63866
0.24,0.64,0.56,0.05,0.84,5,7,0,1,0,10000,2,43009
0.32,0.39,0.63,0.4,0.51,7,7,0,6,2,8000,4,142611
0.2,0.04,0.23,0.49,0.35,3,10,1,5,0,5000,2,88893
0.92,0.74,0.28,0.56,0.51,5,4,2,3,1,3000,3,127115
0.65,0.45,0.45,0.97,0.67,10,4,0,1,0,5000,1,12235
0.76,0.74,0.3,0.69,0.21,14,5,1,4,0,8000,2,45303
