destination_name,name,category,duration_hours,difficulty,price_npr,description,available_months
dest,Lake Boating - Ilampokhari,Nature,2,Easy,500,Boating on the scenic lake at Ilampokhari,"3,4,5,9,10,11"
dest,Waterfall Visit - Ilampokhari,Nature,3,Easy,0,Visit to nearby waterfall at Ilampokhari,"3,4,5,9,10,11"
dest,Nature Photography - Ilampokhari,Nature,3,Easy,0,Photography at scenic viewpoints at Ilampokhari,"3,4,5,9,10,11"
dest,Village Walk - Ilampokhari,Nature,2,Easy,0,Walk through traditional villages at Ilampokhari,"3,4,5,9,10,11"
dest,Viewpoint Visit - Ilampokhari,Nature,1.5,Easy,0,Visit scenic viewpoint at Ilampokhari,"3,4,5,9,10,11"
dest,Garden Tour - Ilampokhari,Nature,2,Easy,200,Visit to botanical garden or park at Ilampokhari,"3,4,5,9,10,11"
dest,Barha Pokhari Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Barha Pokhari,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Barha Pokhari,Cultural,2,Easy,300,Visit the historic temple complex at Barha Pokhari,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Barha Pokhari,Cultural,3,Easy,200,Guided heritage walking tour at Barha Pokhari,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Barha Pokhari,Cultural,2,Easy,500,Traditional Nepali dance performance at Barha Pokhari,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Barha Pokhari,Cultural,2,Easy,800,Learn traditional Nepali pottery at Barha Pokhari,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Barha Pokhari,Cultural,2,Easy,0,Explore local market and shops at Barha Pokhari,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Barha Pokhari,Cultural,2,Easy,400,Visit the local museum at Barha Pokhari,"1,2,3,4,5,9,10,11,12"
dest,Marshyandi Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Marshyandi,"3,4,5,9,10,11"
dest,Mountain Trekking - Marshyandi,Adventure,4,Moderate,1500,Trek through mountain trails at Marshyandi,"3,4,5,9,10,11"
dest,Sunrise Hike - Marshyandi,Adventure,3,Moderate,500,Early morning hike to viewpoint at Marshyandi,"3,4,5,9,10,11"
dest,Rock Climbing - Marshyandi,Adventure,3,Challenging,2000,Guided rock climbing session at Marshyandi,"3,4,5,9,10,11"
dest,River Crossing - Marshyandi,Adventure,2,Moderate,800,Cross a suspension bridge at Marshyandi,"3,4,5,9,10,11"
dest,Mountain Biking - Marshyandi,Adventure,4,Challenging,2500,Mountain biking trail ride at Marshyandi,"3,4,5,9,10,11"
dest,Camping Experience - Marshyandi,Adventure,8,Moderate,3000,Overnight camping in nature at Marshyandi,"3,4,5,9,10,11"
dest,Khudi Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Khudi,"3,4,5,9,10,11"
dest,Lake Boating - Khudi,Nature,2,Easy,500,Boating on the scenic lake at Khudi,"3,4,5,9,10,11"
dest,Waterfall Visit - Khudi,Nature,3,Easy,0,Visit to nearby waterfall at Khudi,"3,4,5,9,10,11"
dest,Nature Photography - Khudi,Nature,3,Easy,0,Photography at scenic viewpoints at Khudi,"3,4,5,9,10,11"
dest,Village Walk - Khudi,Nature,2,Easy,0,Walk through traditional villages at Khudi,"3,4,5,9,10,11"
dest,Viewpoint Visit - Khudi,Nature,1.5,Easy,0,Visit scenic viewpoint at Khudi,"3,4,5,9,10,11"
dest,Garden Tour - Khudi,Nature,2,Easy,200,Visit to botanical garden or park at Khudi,"3,4,5,9,10,11"
dest,Bhulbhule Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Bhulbhule,"3,4,5,9,10,11"
dest,Lake Boating - Bhulbhule,Nature,2,Easy,500,Boating on the scenic lake at Bhulbhule,"3,4,5,9,10,11"
dest,Waterfall Visit - Bhulbhule,Nature,3,Easy,0,Visit to nearby waterfall at Bhulbhule,"3,4,5,9,10,11"
dest,Nature Photography - Bhulbhule,Nature,3,Easy,0,Photography at scenic viewpoints at Bhulbhule,"3,4,5,9,10,11"
dest,Village Walk - Bhulbhule,Nature,2,Easy,0,Walk through traditional villages at Bhulbhule,"3,4,5,9,10,11"
dest,Viewpoint Visit - Bhulbhule,Nature,1.5,Easy,0,Visit scenic viewpoint at Bhulbhule,"3,4,5,9,10,11"
dest,Garden Tour - Bhulbhule,Nature,2,Easy,200,Visit to botanical garden or park at Bhulbhule,"3,4,5,9,10,11"
dest,Bahun Dada (Hill) Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Bahun Dada (Hill),"3,4,5,9,10,11"
dest,Lake Boating - Bahun Dada (Hill),Nature,2,Easy,500,Boating on the scenic lake at Bahun Dada (Hill),"3,4,5,9,10,11"
dest,Waterfall Visit - Bahun Dada (Hill),Nature,3,Easy,0,Visit to nearby waterfall at Bahun Dada (Hill),"3,4,5,9,10,11"
dest,Nature Photography - Bahun Dada (Hill),Nature,3,Easy,0,Photography at scenic viewpoints at Bahun Dada (Hill),"3,4,5,9,10,11"
dest,Village Walk - Bahun Dada (Hill),Nature,2,Easy,0,Walk through traditional villages at Bahun Dada (Hill),"3,4,5,9,10,11"
dest,Viewpoint Visit - Bahun Dada (Hill),Nature,1.5,Easy,0,Visit scenic viewpoint at Bahun Dada (Hill),"3,4,5,9,10,11"
dest,Garden Tour - Bahun Dada (Hill),Nature,2,Easy,200,Visit to botanical garden or park at Bahun Dada (Hill),"3,4,5,9,10,11"
dest,Dharme Beshi Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Dharme Beshi,"3,4,5,9,10,11"
dest,Lake Boating - Dharme Beshi,Nature,2,Easy,500,Boating on the scenic lake at Dharme Beshi,"3,4,5,9,10,11"
dest,Waterfall Visit - Dharme Beshi,Nature,3,Easy,0,Visit to nearby waterfall at Dharme Beshi,"3,4,5,9,10,11"
dest,Nature Photography - Dharme Beshi,Nature,3,Easy,0,Photography at scenic viewpoints at Dharme Beshi,"3,4,5,9,10,11"
dest,Village Walk - Dharme Beshi,Nature,2,Easy,0,Walk through traditional villages at Dharme Beshi,"3,4,5,9,10,11"
dest,Viewpoint Visit - Dharme Beshi,Nature,1.5,Easy,0,Visit scenic viewpoint at Dharme Beshi,"3,4,5,9,10,11"
dest,Garden Tour - Dharme Beshi,Nature,2,Easy,200,Visit to botanical garden or park at Dharme Beshi,"3,4,5,9,10,11"
dest,Jagat Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Jagat,"3,4,5,9,10,11"
dest,Lake Boating - Jagat,Nature,2,Easy,500,Boating on the scenic lake at Jagat,"3,4,5,9,10,11"
dest,Waterfall Visit - Jagat,Nature,3,Easy,0,Visit to nearby waterfall at Jagat,"3,4,5,9,10,11"
dest,Nature Photography - Jagat,Nature,3,Easy,0,Photography at scenic viewpoints at Jagat,"3,4,5,9,10,11"
dest,Village Walk - Jagat,Nature,2,Easy,0,Walk through traditional villages at Jagat,"3,4,5,9,10,11"
dest,Viewpoint Visit - Jagat,Nature,1.5,Easy,0,Visit scenic viewpoint at Jagat,"3,4,5,9,10,11"
dest,Garden Tour - Jagat,Nature,2,Easy,200,Visit to botanical garden or park at Jagat,"3,4,5,9,10,11"
dest,Bhote Odar Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Bhote Odar,"3,4,5,9,10,11"
dest,Lake Boating - Bhote Odar,Nature,2,Easy,500,Boating on the scenic lake at Bhote Odar,"3,4,5,9,10,11"
dest,Waterfall Visit - Bhote Odar,Nature,3,Easy,0,Visit to nearby waterfall at Bhote Odar,"3,4,5,9,10,11"
dest,Nature Photography - Bhote Odar,Nature,3,Easy,0,Photography at scenic viewpoints at Bhote Odar,"3,4,5,9,10,11"
dest,Village Walk - Bhote Odar,Nature,2,Easy,0,Walk through traditional villages at Bhote Odar,"3,4,5,9,10,11"
dest,Viewpoint Visit - Bhote Odar,Nature,1.5,Easy,0,Visit scenic viewpoint at Bhote Odar,"3,4,5,9,10,11"
dest,Garden Tour - Bhote Odar,Nature,2,Easy,200,Visit to botanical garden or park at Bhote Odar,"3,4,5,9,10,11"
dest,Dudhpokhari Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Dudhpokhari,"3,4,5,9,10,11"
dest,Lake Boating - Dudhpokhari,Nature,2,Easy,500,Boating on the scenic lake at Dudhpokhari,"3,4,5,9,10,11"
dest,Waterfall Visit - Dudhpokhari,Nature,3,Easy,0,Visit to nearby waterfall at Dudhpokhari,"3,4,5,9,10,11"
dest,Nature Photography - Dudhpokhari,Nature,3,Easy,0,Photography at scenic viewpoints at Dudhpokhari,"3,4,5,9,10,11"
dest,Village Walk - Dudhpokhari,Nature,2,Easy,0,Walk through traditional villages at Dudhpokhari,"3,4,5,9,10,11"
dest,Viewpoint Visit - Dudhpokhari,Nature,1.5,Easy,0,Visit scenic viewpoint at Dudhpokhari,"3,4,5,9,10,11"
dest,Garden Tour - Dudhpokhari,Nature,2,Easy,200,Visit to botanical garden or park at Dudhpokhari,"3,4,5,9,10,11"
dest,Annapurna Second Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Annapurna Second,"3,4,5,9,10,11"
dest,Mountain Trekking - Annapurna Second,Adventure,4,Moderate,1500,Trek through mountain trails at Annapurna Second,"3,4,5,9,10,11"
dest,Sunrise Hike - Annapurna Second,Adventure,3,Moderate,500,Early morning hike to viewpoint at Annapurna Second,"3,4,5,9,10,11"
dest,Rock Climbing - Annapurna Second,Adventure,3,Challenging,2000,Guided rock climbing session at Annapurna Second,"3,4,5,9,10,11"
dest,River Crossing - Annapurna Second,Adventure,2,Moderate,800,Cross a suspension bridge at Annapurna Second,"3,4,5,9,10,11"
dest,Mountain Biking - Annapurna Second,Adventure,4,Challenging,2500,Mountain biking trail ride at Annapurna Second,"3,4,5,9,10,11"
dest,Camping Experience - Annapurna Second,Adventure,8,Moderate,3000,Overnight camping in nature at Annapurna Second,"3,4,5,9,10,11"
dest,Boudha Mountain Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Boudha Mountain,"3,4,5,9,10,11"
dest,Mountain Trekking - Boudha Mountain,Adventure,4,Moderate,1500,Trek through mountain trails at Boudha Mountain,"3,4,5,9,10,11"
dest,Sunrise Hike - Boudha Mountain,Adventure,3,Moderate,500,Early morning hike to viewpoint at Boudha Mountain,"3,4,5,9,10,11"
dest,Rock Climbing - Boudha Mountain,Adventure,3,Challenging,2000,Guided rock climbing session at Boudha Mountain,"3,4,5,9,10,11"
dest,River Crossing - Boudha Mountain,Adventure,2,Moderate,800,Cross a suspension bridge at Boudha Mountain,"3,4,5,9,10,11"
dest,Mountain Biking - Boudha Mountain,Adventure,4,Challenging,2500,Mountain biking trail ride at Boudha Mountain,"3,4,5,9,10,11"
dest,Camping Experience - Boudha Mountain,Adventure,8,Moderate,3000,Overnight camping in nature at Boudha Mountain,"3,4,5,9,10,11"
dest,Himalchuli Mountain Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Himalchuli Mountain,"3,4,5,9,10,11"
dest,Mountain Trekking - Himalchuli Mountain,Adventure,4,Moderate,1500,Trek through mountain trails at Himalchuli Mountain,"3,4,5,9,10,11"
dest,Sunrise Hike - Himalchuli Mountain,Adventure,3,Moderate,500,Early morning hike to viewpoint at Himalchuli Mountain,"3,4,5,9,10,11"
dest,Rock Climbing - Himalchuli Mountain,Adventure,3,Challenging,2000,Guided rock climbing session at Himalchuli Mountain,"3,4,5,9,10,11"
dest,River Crossing - Himalchuli Mountain,Adventure,2,Moderate,800,Cross a suspension bridge at Himalchuli Mountain,"3,4,5,9,10,11"
dest,Mountain Biking - Himalchuli Mountain,Adventure,4,Challenging,2500,Mountain biking trail ride at Himalchuli Mountain,"3,4,5,9,10,11"
dest,Camping Experience - Himalchuli Mountain,Adventure,8,Moderate,3000,Overnight camping in nature at Himalchuli Mountain,"3,4,5,9,10,11"
dest,Byas Gufa (Cave) Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Byas Gufa (Cave),"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Byas Gufa (Cave),Cultural,2,Easy,300,Visit the historic temple complex at Byas Gufa (Cave),"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Byas Gufa (Cave),Cultural,3,Easy,200,Guided heritage walking tour at Byas Gufa (Cave),"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Byas Gufa (Cave),Cultural,2,Easy,500,Traditional Nepali dance performance at Byas Gufa (Cave),"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Byas Gufa (Cave),Cultural,2,Easy,800,Learn traditional Nepali pottery at Byas Gufa (Cave),"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Byas Gufa (Cave),Cultural,2,Easy,0,Explore local market and shops at Byas Gufa (Cave),"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Byas Gufa (Cave),Cultural,2,Easy,400,Visit the local museum at Byas Gufa (Cave),"1,2,3,4,5,9,10,11,12"
dest,Bandipur Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Bandipur,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Bandipur,Cultural,2,Easy,300,Visit the historic temple complex at Bandipur,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Bandipur,Cultural,3,Easy,200,Guided heritage walking tour at Bandipur,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Bandipur,Cultural,2,Easy,500,Traditional Nepali dance performance at Bandipur,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Bandipur,Cultural,2,Easy,800,Learn traditional Nepali pottery at Bandipur,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Bandipur,Cultural,2,Easy,0,Explore local market and shops at Bandipur,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Bandipur,Cultural,2,Easy,400,Visit the local museum at Bandipur,"1,2,3,4,5,9,10,11,12"
dest,Dhorfirdi Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Dhorfirdi,"3,4,5,9,10,11"
dest,Lake Boating - Dhorfirdi,Nature,2,Easy,500,Boating on the scenic lake at Dhorfirdi,"3,4,5,9,10,11"
dest,Waterfall Visit - Dhorfirdi,Nature,3,Easy,0,Visit to nearby waterfall at Dhorfirdi,"3,4,5,9,10,11"
dest,Nature Photography - Dhorfirdi,Nature,3,Easy,0,Photography at scenic viewpoints at Dhorfirdi,"3,4,5,9,10,11"
dest,Village Walk - Dhorfirdi,Nature,2,Easy,0,Walk through traditional villages at Dhorfirdi,"3,4,5,9,10,11"
dest,Viewpoint Visit - Dhorfirdi,Nature,1.5,Easy,0,Visit scenic viewpoint at Dhorfirdi,"3,4,5,9,10,11"
dest,Garden Tour - Dhorfirdi,Nature,2,Easy,200,Visit to botanical garden or park at Dhorfirdi,"3,4,5,9,10,11"
dest,Vimad Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Vimad,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Vimad,Cultural,2,Easy,300,Visit the historic temple complex at Vimad,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Vimad,Cultural,3,Easy,200,Guided heritage walking tour at Vimad,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Vimad,Cultural,2,Easy,500,Traditional Nepali dance performance at Vimad,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Vimad,Cultural,2,Easy,800,Learn traditional Nepali pottery at Vimad,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Vimad,Cultural,2,Easy,0,Explore local market and shops at Vimad,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Vimad,Cultural,2,Easy,400,Visit the local museum at Vimad,"1,2,3,4,5,9,10,11,12"
dest,Siddha Gufa Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Siddha Gufa,"3,4,5,9,10,11"
dest,Lake Boating - Siddha Gufa,Nature,2,Easy,500,Boating on the scenic lake at Siddha Gufa,"3,4,5,9,10,11"
dest,Waterfall Visit - Siddha Gufa,Nature,3,Easy,0,Visit to nearby waterfall at Siddha Gufa,"3,4,5,9,10,11"
dest,Nature Photography - Siddha Gufa,Nature,3,Easy,0,Photography at scenic viewpoints at Siddha Gufa,"3,4,5,9,10,11"
dest,Village Walk - Siddha Gufa,Nature,2,Easy,0,Walk through traditional villages at Siddha Gufa,"3,4,5,9,10,11"
dest,Viewpoint Visit - Siddha Gufa,Nature,1.5,Easy,0,Visit scenic viewpoint at Siddha Gufa,"3,4,5,9,10,11"
dest,Garden Tour - Siddha Gufa,Nature,2,Easy,200,Visit to botanical garden or park at Siddha Gufa,"3,4,5,9,10,11"
dest,Rising Ranipokhari Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Rising Ranipokhari,"3,4,5,9,10,11"
dest,Lake Boating - Rising Ranipokhari,Nature,2,Easy,500,Boating on the scenic lake at Rising Ranipokhari,"3,4,5,9,10,11"
dest,Waterfall Visit - Rising Ranipokhari,Nature,3,Easy,0,Visit to nearby waterfall at Rising Ranipokhari,"3,4,5,9,10,11"
dest,Nature Photography - Rising Ranipokhari,Nature,3,Easy,0,Photography at scenic viewpoints at Rising Ranipokhari,"3,4,5,9,10,11"
dest,Village Walk - Rising Ranipokhari,Nature,2,Easy,0,Walk through traditional villages at Rising Ranipokhari,"3,4,5,9,10,11"
dest,Viewpoint Visit - Rising Ranipokhari,Nature,1.5,Easy,0,Visit scenic viewpoint at Rising Ranipokhari,"3,4,5,9,10,11"
dest,Garden Tour - Rising Ranipokhari,Nature,2,Easy,200,Visit to botanical garden or park at Rising Ranipokhari,"3,4,5,9,10,11"
dest,Chundi Ramgha Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Chundi Ramgha,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Chundi Ramgha,Cultural,2,Easy,300,Visit the historic temple complex at Chundi Ramgha,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Chundi Ramgha,Cultural,3,Easy,200,Guided heritage walking tour at Chundi Ramgha,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Chundi Ramgha,Cultural,2,Easy,500,Traditional Nepali dance performance at Chundi Ramgha,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Chundi Ramgha,Cultural,2,Easy,800,Learn traditional Nepali pottery at Chundi Ramgha,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Chundi Ramgha,Cultural,2,Easy,0,Explore local market and shops at Chundi Ramgha,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Chundi Ramgha,Cultural,2,Easy,400,Visit the local museum at Chundi Ramgha,"1,2,3,4,5,9,10,11,12"
dest,Chimkeshowari Lek Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Chimkeshowari Lek,"3,4,5,9,10,11"
dest,Lake Boating - Chimkeshowari Lek,Nature,2,Easy,500,Boating on the scenic lake at Chimkeshowari Lek,"3,4,5,9,10,11"
dest,Waterfall Visit - Chimkeshowari Lek,Nature,3,Easy,0,Visit to nearby waterfall at Chimkeshowari Lek,"3,4,5,9,10,11"
dest,Nature Photography - Chimkeshowari Lek,Nature,3,Easy,0,Photography at scenic viewpoints at Chimkeshowari Lek,"3,4,5,9,10,11"
dest,Village Walk - Chimkeshowari Lek,Nature,2,Easy,0,Walk through traditional villages at Chimkeshowari Lek,"3,4,5,9,10,11"
dest,Viewpoint Visit - Chimkeshowari Lek,Nature,1.5,Easy,0,Visit scenic viewpoint at Chimkeshowari Lek,"3,4,5,9,10,11"
dest,Garden Tour - Chimkeshowari Lek,Nature,2,Easy,200,Visit to botanical garden or park at Chimkeshowari Lek,"3,4,5,9,10,11"
dest,Chhabdi Baraha Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Chhabdi Baraha,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Chhabdi Baraha,Cultural,2,Easy,300,Visit the historic temple complex at Chhabdi Baraha,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Chhabdi Baraha,Cultural,3,Easy,200,Guided heritage walking tour at Chhabdi Baraha,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Chhabdi Baraha,Cultural,2,Easy,500,Traditional Nepali dance performance at Chhabdi Baraha,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Chhabdi Baraha,Cultural,2,Easy,800,Learn traditional Nepali pottery at Chhabdi Baraha,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Chhabdi Baraha,Cultural,2,Easy,0,Explore local market and shops at Chhabdi Baraha,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Chhabdi Baraha,Cultural,2,Easy,400,Visit the local museum at Chhabdi Baraha,"1,2,3,4,5,9,10,11,12"
dest,Sital Cave Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Sital Cave,"3,4,5,9,10,11"
dest,Lake Boating - Sital Cave,Nature,2,Easy,500,Boating on the scenic lake at Sital Cave,"3,4,5,9,10,11"
dest,Waterfall Visit - Sital Cave,Nature,3,Easy,0,Visit to nearby waterfall at Sital Cave,"3,4,5,9,10,11"
dest,Nature Photography - Sital Cave,Nature,3,Easy,0,Photography at scenic viewpoints at Sital Cave,"3,4,5,9,10,11"
dest,Village Walk - Sital Cave,Nature,2,Easy,0,Walk through traditional villages at Sital Cave,"3,4,5,9,10,11"
dest,Viewpoint Visit - Sital Cave,Nature,1.5,Easy,0,Visit scenic viewpoint at Sital Cave,"3,4,5,9,10,11"
dest,Garden Tour - Sital Cave,Nature,2,Easy,200,Visit to botanical garden or park at Sital Cave,"3,4,5,9,10,11"
dest,Tanahusur Durbar Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Tanahusur Durbar,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Tanahusur Durbar,Cultural,2,Easy,300,Visit the historic temple complex at Tanahusur Durbar,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Tanahusur Durbar,Cultural,3,Easy,200,Guided heritage walking tour at Tanahusur Durbar,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Tanahusur Durbar,Cultural,2,Easy,500,Traditional Nepali dance performance at Tanahusur Durbar,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Tanahusur Durbar,Cultural,2,Easy,800,Learn traditional Nepali pottery at Tanahusur Durbar,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Tanahusur Durbar,Cultural,2,Easy,0,Explore local market and shops at Tanahusur Durbar,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Tanahusur Durbar,Cultural,2,Easy,400,Visit the local museum at Tanahusur Durbar,"1,2,3,4,5,9,10,11,12"
dest,Manungkot Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Manungkot,"3,4,5,9,10,11"
dest,Lake Boating - Manungkot,Nature,2,Easy,500,Boating on the scenic lake at Manungkot,"3,4,5,9,10,11"
dest,Waterfall Visit - Manungkot,Nature,3,Easy,0,Visit to nearby waterfall at Manungkot,"3,4,5,9,10,11"
dest,Nature Photography - Manungkot,Nature,3,Easy,0,Photography at scenic viewpoints at Manungkot,"3,4,5,9,10,11"
dest,Village Walk - Manungkot,Nature,2,Easy,0,Walk through traditional villages at Manungkot,"3,4,5,9,10,11"
dest,Viewpoint Visit - Manungkot,Nature,1.5,Easy,0,Visit scenic viewpoint at Manungkot,"3,4,5,9,10,11"
dest,Garden Tour - Manungkot,Nature,2,Easy,200,Visit to botanical garden or park at Manungkot,"3,4,5,9,10,11"
dest,Maulakalika Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Maulakalika Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Maulakalika Temple,Cultural,2,Easy,300,Visit the historic temple complex at Maulakalika Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Maulakalika Temple,Cultural,3,Easy,200,Guided heritage walking tour at Maulakalika Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Maulakalika Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Maulakalika Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Maulakalika Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Maulakalika Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Maulakalika Temple,Cultural,2,Easy,0,Explore local market and shops at Maulakalika Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Maulakalika Temple,Cultural,2,Easy,400,Visit the local museum at Maulakalika Temple,"1,2,3,4,5,9,10,11,12"
dest,Daaune Devi Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Daaune Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Daaune Devi Temple,Cultural,2,Easy,300,Visit the historic temple complex at Daaune Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Daaune Devi Temple,Cultural,3,Easy,200,Guided heritage walking tour at Daaune Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Daaune Devi Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Daaune Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Daaune Devi Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Daaune Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Daaune Devi Temple,Cultural,2,Easy,0,Explore local market and shops at Daaune Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Daaune Devi Temple,Cultural,2,Easy,400,Visit the local museum at Daaune Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Devghat Dham Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Devghat Dham,"3,4,5,9,10,11"
dest,Lake Boating - Devghat Dham,Nature,2,Easy,500,Boating on the scenic lake at Devghat Dham,"3,4,5,9,10,11"
dest,Waterfall Visit - Devghat Dham,Nature,3,Easy,0,Visit to nearby waterfall at Devghat Dham,"3,4,5,9,10,11"
dest,Nature Photography - Devghat Dham,Nature,3,Easy,0,Photography at scenic viewpoints at Devghat Dham,"3,4,5,9,10,11"
dest,Village Walk - Devghat Dham,Nature,2,Easy,0,Walk through traditional villages at Devghat Dham,"3,4,5,9,10,11"
dest,Viewpoint Visit - Devghat Dham,Nature,1.5,Easy,0,Visit scenic viewpoint at Devghat Dham,"3,4,5,9,10,11"
dest,Garden Tour - Devghat Dham,Nature,2,Easy,200,Visit to botanical garden or park at Devghat Dham,"3,4,5,9,10,11"
dest,Cg Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Cg Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Cg Temple,Cultural,2,Easy,300,Visit the historic temple complex at Cg Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Cg Temple,Cultural,3,Easy,200,Guided heritage walking tour at Cg Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Cg Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Cg Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Cg Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Cg Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Cg Temple,Cultural,2,Easy,0,Explore local market and shops at Cg Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Cg Temple,Cultural,2,Easy,400,Visit the local museum at Cg Temple,"1,2,3,4,5,9,10,11,12"
dest,Amaltari Homestay Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Amaltari Homestay,"3,4,5,9,10,11"
dest,Lake Boating - Amaltari Homestay,Nature,2,Easy,500,Boating on the scenic lake at Amaltari Homestay,"3,4,5,9,10,11"
